,Unnamed: 0,content,label,origin,cnn,bilstm,svm
279,3282,脖子 痛,2,2,2,2,2
280,3283,我 想 我 要 饿死 了 。 。 。 我 不 减肥 了 。 。 。,2,2,2,2,2
281,3284,一 张 餐巾 纸 都 撕 成 两 半 用 的 女人 绝对 会 过 日子,0,0,0,1,1
282,3285,我 的 天空   今天 有点 灰 。,2,2,2,2,2
283,3286,压抑 到 极点 了 · · · · · · ·,2,2,2,2,2
284,3287,"奥巴马 赢 了 , 几 家 欢喜 几 家 忧 啊",0,3,5,5,5
285,3288,"想 挖 个 坑 , 把 自己 给 埋 了 ! 疯子 !",3,4,4,4,4
286,3289,累 到 灵魂 深处 啊 ! 一 站 就 十 个 小时 ! 人民 币 难 挣 啊 !,2,4,3,3,3
287,3290,"终于 吃 了 那个 什么 菠萝 饭 了 , 也 不是 那么 好吃 嘛 …",3,5,5,5,3
288,3291,"我 需要 一点 儿 正 能量 , 喵 ~",1,1,1,1,1
289,3292,"7 点 20 闹钟 响 , 总得 赖 到 7 点 30 才 起床 , 明早 依旧 如此 吧 !",3,3,3,3,0
290,3293,"9 月 , 否极泰来 , 期待 收获",1,1,1,1,1
291,3294,谈心 的 夜 很 漫长,0,5,5,1,1
292,3295,"从 今天 起 , 包包 里 放 钱 不 超过 200 块 ! [ 泪 ] [ 泪 ] [ 泪 ]",2,2,3,2,3
293,3296,keep   walking,0,0,0,0,0
294,3297,"困 似 懵懂 到 火车 站 , kfc 超 难 吃",3,3,1,3,1
295,3298,"生活 没有 抱怨 , 奋斗 才 有 尊严 ! [ 花 ] [ 心 ] 不错 的 一句话",1,1,1,1,0
296,3299,d18,0,0,0,0,0
297,3300,"咳嗽 咳 的 来 , 保佑 我 不要 感冒 啊 , 不大 生病 的 人 伤 不 起 啊 t_t",2,2,2,2,2
298,3301,"中环 上 被 异物 砸 损 前 挡风 玻璃 , 走 高架 的 朋友 们 都 要 小心 啊",3,3,3,3,3
299,3302,"一百 次 相 耐 只要 有 一 次 的 绚烂 , 下 一 次 会 更 勇敢 ~ [ 呵呵 ]",5,5,1,1,1
300,3303,"今天 我 很 兴奋 , 很 幸福 ! 不管 有 多 累 ! [ 鼓掌 ]",5,5,5,5,5
301,3304,"唉 ~ 日日 都 咖啡 提神 , 迟早 饮 到 破产 !",2,2,2,2,2
302,3305,热 到 睡 不 着 了 妈 蛋 !,4,4,4,4,4
303,3306,"到 上海 了 , 回 学校 了 , 去 医院 了 , 病 快 好 了 , liverpool 归来 了",0,2,2,2,2
304,3307,听说 去 东极岛 的 船票 票价 翻 了 四 倍 。 。 。,0,0,0,0,0
305,3308,很少 人 用 个 信 。 。 。 。,0,3,0,0,0
306,3309,"我 离开 了 , 你 保重 。",2,2,2,2,2
307,3310,"[ 吃惊 ] , [ 汗 ] 小 西门 对面 小 司 发艺 不错",1,1,1,1,1
308,3311,有 个 大厨 老爸 真 好 [ 心 ] 幸福 科 。,5,5,5,5,1
309,3312,"感冒 了 , 劲 想 去 唱 k ! 边 个 可以 收留 我 ? [ 可怜 ]",2,2,1,2,2
310,3313,心口 痛 。 。 。 嬲 到 我 火爆 ~ ~ ~ !,2,2,2,2,2
311,3314,"又 要 回 西昌 了 , 回到 山里 继续 沉淀 自己 . . . . . . . .",2,5,0,5,2
312,3315,happy   new   year   [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 心 ] [ 心 ] [ 心 ] [ 心 ] [ 心 ],5,5,5,5,0
313,3316,明天 天公 要 作美 啊 ! ! [ 奥特曼 ],5,5,5,5,5
314,3317,[ 衰 ],2,2,5,2,0
315,3318,我 会 用 我 的 生命 去 爱 你 、 保护 你 ! ! !,1,1,1,1,1
316,3319,"昨天 晚上 梦 到 我 把 眼 睫毛 全 剪 秃 了 , 好 丑 阿   [ 打脸 ] [ 打脸 ]",3,5,5,5,2
317,3320,"有时 候 抱怨 不是 真的 抱怨 , 只是 一 种 习惯 。 我 错 了",3,2,2,2,0
318,3321,要 戒 口 了 ! ! ! [ 生病 ] [ 泪 ],2,2,4,2,4
319,3322,"厕所 第 四 次 了 , 我 今天 不 吃饭 了 还 不 成 么 [ 泪 ]",2,2,2,2,3
320,3323,死 now 妹 狮子 开 大 口,4,4,0,0,0
321,3324,"一 瓶 啤酒 已经 是 极限 , 现在 头 好 疼 … … [ 泪 ]",2,2,2,2,2
322,3325,"今晚 长 知识 了 , 要 学会 “ 藏 ” . . .",0,0,0,0,0
323,3326,"什么 时候 , 三五成群 , 到处 走走 . .",0,3,0,0,3
324,3327,我 的 烤箱 到 了 ! 蛋糕 要 成功 阿 !,5,5,5,5,5
325,3328,可 不 可以 不要 总是 在 这里 这样 吵吵闹闹 …,3,2,2,2,2
326,3329,病情 加重,2,0,0,0,0
327,3330,"老爸 从 家里 翻 出 n 种 伤 膏药 , 仔细 一 看 , 全 是 过期 的 。 。 。",3,3,3,0,0
328,3331,想 睡 而 不能 睡 真的 好 难受 [ 困 ],2,2,2,2,2
329,3332,"昏昏 沉沉 的 感觉 , 整天 就 想 睡觉 , 睡 太多 了 !",2,2,2,2,2
330,3333,想念 会 变成 现实 的   /   我 的 小乔   [ 心 ],1,2,2,2,2
331,3334,晚安 重庆 。 明天 要 一路顺风 睡 回 杭州 ! !,5,5,1,5,5
332,3335,"不 妥协 , 直到 变 老 。",0,3,0,0,0
333,3336,"雨 纷纷 旧 故里 草木 深 , 我 听闻 你 仍 守 着 孤城 。",2,2,0,0,0
334,3337,"其实 我 挺 喜欢 阴天 , 让 人 觉得 很 平静 . . .",1,1,1,1,1
335,3338,"各位 久等 拉 , 下午 有事 不能 点评 !",2,2,5,5,5
336,3339,"感谢 爸 妈 , 感谢 大家 [ 爱 你 ] [ 蛋糕 ]",5,1,1,1,5
337,3340,"亲 们 , 俺 手机 被盗 , 请 不要 轻易 相信 来自 本人 1376xx 的 任何 信息 . . .",0,0,0,0,0
338,3341,晚上 看看 张 嘉佳 的 睡 前 故事   安静 了 许多   太 累 了   晚安,5,5,5,5,5
339,3342,"喜欢 听 你 听 的 歌 , 但是 不能 证明 你 是 个 好人 。",0,3,1,1,1
340,3343,哇哇 哇 ~ ~ ~ 超 五 爽 哩 个位 阿 ~ ~ ~   我 要 抗议 ! ! !,5,5,5,5,5
341,3344,"我 也 想 收 礼物 ~ ! 我 要 收 礼物 , 我 想 找 个 人 陪 ~ ! [ 泪 ] [ 泪 ] [ 泪 ]",2,2,2,2,5
342,3345,慢慢 改进 [ 嘻嘻 ],5,5,5,5,0
343,3346,"搭 唔 切 校车 , 索性 放 多半 日 假",0,0,3,0,3
344,3347,"取消 掉 v 先 , 为啥 自带 公司 名 了 呀 !",3,3,3,3,3
345,3348,现世报 了 。 。 。 。 。 我 居然 会 又 掉 手机 了   不 开心 [ 失望 ],2,2,2,2,2
346,3349,"但 当 你 智慧 都 蕴 酿成 红酒   ,   仍 可 一 醉 自救",0,0,0,0,0
347,3350,我 烦 死 学校 的 老师 了,4,4,2,2,5
348,3351,"[ 崩溃 ] 鬼 天气 , 前 几 天 买 的 西瓜 到 现在 还 没 吃 呢",2,2,3,2,3
349,3352,给 家 里面 的 被窝 32 个 赞,5,1,0,0,0
350,3353,"特别 是 周末 啊 节假 日 啊 , 中午 去 是 正确 的 选择 [ 馋嘴 ]",1,1,3,1,1
351,3354,"求 上天 怜悯 , 求 社会 解救 。",2,3,2,1,0
352,3355,"感觉 在 海南 开车 太 危险 了 , 不管 是 高速 还是 过道 … …",3,1,2,2,3
353,3356,真 想 有 一个 不会 对 我 很 客气 地 说 谢谢 的 朋友,2,1,1,1,1
354,3357,为 嘛 每天 都 有 一 种 吃 不 饱 的 感觉 ? [ 可怜 ],2,2,3,2,3
355,3358,我 从良 了   不 玩 lol 了   [ 嘻嘻 ] [ 嘻嘻 ],5,5,5,5,2
356,3359,"政治 作业 怎么 这么 多 啊 , 我 写 了 两 个 下午 还 没 写 完 [ 哼 ] [ 哼 ]",3,4,2,3,3
357,3360,额 … 再 等 两三 个 小时 就 和 小宝 见面 了 ! [ 太 开心 ] 爱 你 …,5,5,5,5,5
358,3361,"[ 可怜 ] 宝贝 又 咳嗽 又 留 鼻涕 , 还 不肯 吃药 , 急 死 了 ! [ 怒 ]",4,4,2,2,2
359,3362,我 有 多 难过 。,2,2,2,2,2
360,3363,我 宣布 我 现在 有 收拾 东西 恐惧 症 。,2,2,2,2,2
361,3364,有人 申请 年初 二 同 距 开 年 了 !,0,0,2,5,4
362,3365,"晚餐 — 饺子 ( 韭菜 鸡蛋 成 了 白菜 虾皮 了 , 而且 只见 圆 白菜 )",0,0,0,0,0
363,3366,@ leaf-lin   上海 冷 不 冷 啊 ?,0,3,3,3,3
364,3367,so   what ?   can   you   do   it ?,0,0,0,0,0
365,3368,"我 就是 一 伪 球迷 , 一边 看 球赛 , 一边 发 微薄 !",0,2,1,3,3
366,3369,游戏 一 场 ' 不是 自己 的 不该 奢望 ',0,3,3,0,0
367,3370,考 车改 在 明天,0,0,0,0,0
368,3371,"努力 戒 三 贪 : 贪吃 , 贪睡 , 贪 懒 !",0,1,1,1,0
369,3372,佳 翰 每天 都 要 问 我 无数 的 手机 问题 。 @ 南山 小 人人,3,0,0,0,2
370,3373,"我 有 预感 , 今晚 要 失眠 . . . [ 悲伤 ]",2,1,2,2,2
371,3374,今晚 欧洲杯 开赛   @ 晓月 啊   还 看 球 不 ? ?,0,5,5,3,3
372,3375,我 当初 怎么 会 选择 做 数据 这 条 不 归路 的 呢 [ 伤心 ],2,2,2,2,0
373,3376,我 想 回到 十六 岁 。 [ 感冒 ],0,1,2,2,2
374,3377,诚 征 姐夫 !,0,4,5,4,1
375,3378,这 是 学生 教学 楼 哇 ! 真 幸福 哈 !,5,5,5,5,5
376,3379,"日子 只能 往 前 走 , 一个 方向 顺 时针",0,2,2,2,0
377,3380,凌乱 !,0,0,5,1,5
378,3381,我 觉得 我 生病 了 … 头 死 疼 死 疼 了 ~,2,4,2,2,2
379,3382,"不 好 意思 , 现在 不 方便 接 你 的 电话 。 你 懂 的 。 @ 林萌 _ soulmate",3,3,3,3,3
380,3383,"呼市 , 诸事 不顺 , 算是 白 跑 一 趟 … … 下午 往回 赶 吧",2,2,2,2,2
381,3384,没有 安全 感,0,0,0,0,0
382,3385,"预报 明天 下雨 , 后天 下雪 。",0,0,0,0,0
383,3386,难得 一 次 在 这个 点 有点 困意 了 。 [ 音乐 ] [ 音乐 ],0,2,2,2,2
384,3387,并不 是 每个 男生 都 有 勇气 去 女生 食堂 吃饭 的 ! [ 泪 ],2,2,1,2,1
385,3388,每次 等 南梅 都 很 想 哭 。 。 。,2,2,2,2,2
386,3389,hahahahahahah ~ ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,5,4,4,4,4
387,3390,"说起 那 件 事 , 不由自主 的 流 眼泪 了 , 只因 太 过 眼浅 [ 泪 ] [ 泪 ]",2,2,2,2,2
388,3391,笑 死 我 了,5,5,5,5,5
389,3392,期待 大年 初一 的 全班 大 聚会 啊   吼 吼,5,5,1,1,1
390,3393,寂寞 空虚 冷   无聊 龌龊 囧,2,3,3,3,2
391,3394,"有时 候 , 太 深沉 的 东西 真的 不 需要 知道 太多 !",2,2,2,2,3
392,3395,"生日 快乐 , 减肥 成功 ! [ 嘻嘻 ] [ 嘻嘻 ]",5,5,5,5,1
393,3396,nike   just   do   it   就 这么 整 。,3,3,3,3,3
394,3397,[ 威武 ] [ 馋嘴 ],5,5,5,1,0
395,3398,你 丫 废话 有 完 没完 ! ?,4,3,3,4,4
396,3399,到 了 烦躁 的 极点   再 相信 老板 画 的 大饼 我 就 改 姓,4,3,3,3,3
397,3400,这些 不 要脸 的 贵宾 号,3,3,3,3,3
398,3401,[ 月亮 ],0,5,5,5,5
399,3402,妈 的   当初 被 忽悠 开 证券 户头   现在 还要 专门 跑 去 销   烦 死 了,4,4,3,3,3
400,3403,"该 是 时候 了 ? 呵呵 , 我 输 了 。 认 了 , 认 了 就是 认 了 。",2,5,3,3,3
401,3404,茶水 间 闻到 了 荔枝 的 味道 … 好 想 次 … …,1,2,2,2,5
402,3405,世界 上 最 可怕 的 事情 是 丢 东西,2,3,3,3,0
403,3406,"年 三十 , 有 无 乜 活动 呀 ? ? 记得 凑 埋 我 呀 ! ! 哈 哈哈 [ 干杯 ]",5,5,5,5,5
404,3407,没 中奖 [ 拜拜 ] [ 拜拜 ] [ 拜拜 ],2,5,5,2,5
405,3408,"猪 一样 的 队友 , 相当 的 无 语 啊",3,3,3,3,1
406,3409,"今天 外婆 炒 年糕 , 超级 好吃 !   比 妈妈 做 得 好吃 !",5,1,1,1,1
407,3410,sunshine [ 太阳 ] 。 。 rock   &   roll [ 音乐 ] 。 。 and   me [ haha ] 。 。,5,1,2,1,0
408,3411,what ' s   meant   to   be . . .   will   always   find   its   way .,0,1,0,0,0
409,3412,骗子 骗子 。 离开 我 的 世界 。 让 我 孑然一身 。,3,2,2,2,2
410,3413,过敏 ~ ~ 浑身 都 红 了 ~ ~ 还 痒痒 ~ ~ 吃 了 开 瑞坦 也 不知 管 不 管用,2,5,5,5,2
411,3414,"今天 什么 日子 , 熟人 遇到 一个 又 一个   [ 哈哈 ] [ 哈哈 ]",5,5,5,5,2
412,3415,卧 槽 服务 器 满 了,2,3,0,0,5
413,3416,"[ 哈哈 ] 牛哥 话 : 我 的 手机 很 落后 的 , 用 了 一 年 了 , 你 小心 点 哈",0,5,5,5,3
414,3417,"折腾 的 终于 睡 了 会儿 , 又 给 折腾 醒 了 t.t",3,3,5,5,3
415,3418,"醒来 才 发现 , 原来 只是 一个 梦 而已 。",2,2,0,0,0
416,3419,抗争 成功 ! 哥 就 知道 哥 会 胜利 的 ! ! !,5,1,1,1,1
417,3420,"这个 天气 不 踢 哈 子 球 , 不是 瞎 浪费 表情 吖 ~",3,1,3,3,3
418,3421,心情 好 差 ! [ 泪 ],2,2,5,2,5
419,3422,我 不 想 戴 眼镜 啊 ! [ lt 泪 目 ],2,2,2,2,2
420,3423,"今天 好 累 , 好 累 , 心 累 , 第 一 次 发 这 大 的 火 。",4,2,2,2,5
421,3424,i ' m   back ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,5,4,4,4,4
422,3425,烦躁   又 下雨 了   不 去 上班 了   请假 呆 家里 休息 [ 怒 ],3,4,3,3,2
423,3426,- . - ! ! ! ! 我 可 真 不 识相 ~ ~ 居然 看到 不该 看 的 ~ ~ ~ ~ [ 囧 ] [ 囧 ] [ 囧 ],2,2,1,2,5
424,3427,终于 上车 了   但 系 部 车系 甘 放 凤凰 传奇 噶 歌   wtf ! 这 不 科学 !,3,5,5,5,3
425,3428,"我 还是 那 句 , 我 才 下班 … [ 泪 ]",2,2,2,2,2
426,3429,abc   bbc   cbc,0,0,0,0,0
427,3430,"怪 不得 我 这 两 天 拉 肚子 , 找到 原因 了 。 。 。 。 。",0,2,2,2,2
428,3431,12 月 你好   模拟 考 你好   冷 一点 的 天 你好 [ 太阳 ],5,5,1,5,5
429,3432,"oh   yeah ~ 拥抱 国庆 , 中秋 快乐 ! ! ! ! ! [ 鼓掌 ] [ 耶 ]",5,5,1,5,5
430,3433,"明天 最后 一 天 上班 , 先 小小 激动 一下 [ 嘻嘻 ]",5,5,5,5,5
431,3434,91   94   97   94   97   98,0,0,0,0,0
432,3435,2013   yes ! everybody   merry   spring   festival ~,5,5,1,1,5
433,3436,点 解 近 排 晚 晚 都 甘 难训 得 着 嘎 ?,3,3,3,3,3
434,3437,u   are   braver   than   i   thought .,1,1,0,0,0
435,3438,入 了 ysl 唇釉 7 和 42   然而 还是 觉得 12 最 好看   42 素颜 涂 了 太 奇怪,2,1,1,1,0
436,3439,说 出去 也 是 自豪 ! 我 也 是 免费 玩 过 vr 的 人 了 !,5,5,3,1,3
437,3440,有 多少 集 ' 快 来 大本营 ' 没 看 啦 [ 怒 ] [ 抓狂 ] [ 闭嘴 ],2,4,5,5,5
438,3441,错过 就 会 变成 过错 ! [ 衰 ] @ hy_-q 小 龟,2,5,0,0,0
439,3442,真的 是 母子 连心 。,0,0,0,0,1
440,3443,瘦 得 胸 都 没 了 [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ],2,2,2,2,2
441,3444,这 就是 我 想 要 的 效果 。,1,1,1,1,1
442,3445,狗熊 耍 门 棍   老虎 兜 圈子,0,0,0,0,0
443,3446,"脚踏实地 , 也 别 忘记 仰望 星空 。",0,3,0,0,0
444,3447,我 的 烦恼 只 存在 三 秒,0,0,2,0,0
445,3448,习题 课 ~ ~ ~ 差 10 分钟 先 够 3 个 钟 之 嘛 ~ ~ ~ ~ 饿 扁 左 之 嘛 ~ ~ ~ ~,3,0,5,5,5
446,3449,"19 岁 要 做 有 意义 既 嘢 , 啱 听 磨 [ 酷 ] [ 酷 ]",1,1,1,0,0
447,3450,天 啦 ! 下雨 啦 下雨 啦 !,5,5,5,5,5
448,3451,怀念 哥哥 [ 蜡烛 ],2,2,5,2,2
449,3452,忽然 想 去 唱歌 !,0,2,2,1,1
450,3453,流量 又 回来 了 ! [ 亲亲 ] [ 太 开心 ] [ 做 鬼脸 ] [ 太 开心 ] [ 太 开心 ],5,5,2,5,5
451,3454,"没有 无线 的 生活 就 像 一 盘 沙 , 风 一 吹 , 就 变成 话费 了 [ 挖 鼻 屎 ]",2,3,0,0,3
452,3455,终于 顺利 毕业 啦 !,5,5,5,5,5
453,3456,好 想见 雪 一面 啊 早 知 我 也 跑 去 湖南 湖北 读书 了 哈哈,1,5,5,5,5
454,3457,今天 是 杨二车娜姆 的 好 日子   特地 送 上 一 支 蜡烛 [ 蜡烛 ],5,5,5,5,0
455,3458,新 一代 飞度 什么 时候 推出 ? 怎么 一点 消息 都 没有 ? !,0,4,2,3,3
456,3459,还 好 偶 天生 乐观 开朗 ~ 积极 向上 ~,5,5,5,5,5
457,3460,"总是 唱 英文 歌 的 , 肯定 是 唱 中文 有 问题 的 。 隐藏 什么 ? ?",3,1,3,0,0
458,3461,真的 就是 这么 准时 : 北京 时间 十一 点 整 。,0,0,0,0,3
459,3462,还 挨个 中耳 炎,2,0,0,0,3
460,3463,昨天 认真 地 做 了 一 遍 郑 多燕 。 今天 全身 动弹 不得 。 ╰ _ ╯,2,0,0,0,5
461,3464,"想 吃 大虾 , 屁 屁 虾 , 螃蟹",1,3,1,1,1
462,3465,这次 的 冲印 效果 失望 了 . .,2,2,2,2,2
463,3466,"“ 现有 水平 , 难以 毕业 ” 。 。 。 他 是 吓 我 呢 吧",0,0,0,0,3
464,3467,"发现 自己 总是 不 善于 抓住 机会 , 呜呜",2,2,2,2,2
465,3468,[ 困 ] [ 困 ] [ 困 ] [ 困 ] [ 困 ] 坐班 [ 困 ] [ 困 ] [ 困 ] [ 困 ] [ 困 ],2,2,0,0,0
466,3469,呼   上 瑜伽 啦 … 报名 那么 久   第 一 次 上   加油 吖   小倩,5,5,5,5,5
467,3470,"[ 萌 ]   [ 爱心 ] 心情 真是 很 关键 , [ 爱心 ] 心情 不好 就 影响 一切",0,5,2,1,3
468,3471,"“ 忽悠 ” 这个 词 只 适用 于 商业 , 不 属于 朋友 ! 切记 !",0,3,0,0,0
469,3472,app 里 搜 不到 汤 [ 拜拜 ],0,0,0,0,0
470,3473,"好 贤惠 啊 , 等 你 回国 了 我 请 你 吃 羊 脖子 [ 嘻嘻 ]",1,5,5,5,5
471,3474,"感冒 了 , 好 难受 呀 [ 感冒 ] 我 错 了 , 我 不该 吃 烧烤 的 [ 委屈 ]",2,2,2,2,2
472,3475,"被 挂科 预警 了 , 要 好好 学习 了 。 。 [ 泪 ]",2,2,2,2,2
473,3476,"xq 们 , 小 罗江 正式 回归 也 …",5,1,1,0,5
474,3477,西塘 很 舒服 哦 ! 下回 一定 还要 来,1,1,1,1,1
475,3478,他家 真心 不错,1,1,1,1,1
476,3479,清醒 不少 ' ' ' 来 口 可乐 吧 [ 酷 ],0,5,5,5,0
477,3480,温州 茶山 的 杨梅 一级 棒 ! [ 馋嘴 ] [ 鼓掌 ],1,1,1,1,1
478,3481,哄 好 老妈 和 婆婆 才 是 关键 [ 嘻嘻 ] [ 嘻嘻 ],5,5,5,5,5
479,3482,哎哟 . . . . . . . 各种 想 出去 。 就是 没 得 资金,2,2,3,3,3
480,3483,"最近 车 跟 我 有 仇 的 , 今天 又 死 火 了 , 哎 , 怎么 办 ?",3,3,2,3,3
481,3484,我 想 去 看 苏打绿 的 演唱 会,1,1,1,1,1
482,3485,"老妈 不 在家 , 扣扣 开 例会 , 唯有 老 鸭 面 , 味 美 又 省钱 。",1,1,3,3,3
483,3486,"最近 肤色 暗沉 得 很 , 怎 办 ? [ 泪 ]",2,2,1,2,1
484,3487,听说 布朗 被 开除 了 。 湖 蜜 怎么 看 ? [ 哈哈 ],5,5,2,5,3
485,3488,瓜 批 大爷,4,0,0,0,4
486,3489,看到 武汉 31 度 上海 36 的 时候 我 的 内心 是 充满 感动 的 [ doge ],2,5,1,5,5
487,3490,啊 啊 啊 啊 啊 啊 啊 啊 啊 ~ 明天 要 不要 去 面试 [ 挖 鼻 屎 ],2,2,2,2,5
488,3491,要 疯,2,4,3,4,4
489,3492,很多 事 都 在 一 念 之间 。,0,0,0,0,0
490,3493,今天 的 个展 很 毛燥,3,5,5,5,5
491,3494,有 什么 能 开动 脑筋 的 活动 ! 我 不 想 变 痴呆 啊,2,4,2,2,3
492,3495,"咦 , 我 的 区 佛祖 怎么 不见 了 !",0,2,2,2,2
493,3496,"刚 听 了 一 首 伤心 童话 , 真心 的 没 听 下去 !",2,2,2,2,2
494,3497,"这 只 金箍 , 我 先 带 为 敬 ~ ~",0,1,1,1,1
495,3498,"我 想 看 电影 , 我 想 吃 米斯特 , 我 想 回家 。",2,2,2,2,2
496,3499,无心 复习 的 人 伤 不 起 。 。 。,2,2,0,0,0
497,3500,每天 吃 着 自己 烧 的 菜   就是 心安 [ lt 羞 ],5,0,0,0,0
498,3501,"雨 后 北京 很 凉快 , 成都 闷热 难耐 …",3,3,5,2,5
499,3502,呼叫 @ 爽 无双   @ 翟 _ 小 _ 闹   在 不在 ?,0,5,5,5,0
500,3503,说 起来   再 长 个 我 就要 突破 170 大关 了 [ 拜拜 ],0,5,2,2,0
501,3504,"我 发 的 都 是 竖 的 照片 , 怎么 一发 出去 就 变 横 的 啦 ? 撒 情况 ?",0,4,3,3,3
502,3505,"貌似 我 要 给 一个 小 男孩 当 妈妈 , 公主 裙 买 不 成 了 。",2,0,0,0,5
503,3506,"我 换 号码 了 , 18620614869 , 麻烦 各位 记录 一下 。",0,2,5,5,5
504,3507,严重 感冒 外加 落枕 ! ! 好 难受 … [ 晕 ] [ 晕 ] [ 生病 ] [ 生病 ],2,2,2,2,2
505,3508,饿 [ 生病 ] 牙痛 不能 次 [ 泪 ] 好 想 次 肉 [ 睡觉 ],2,2,2,2,2
506,3509,"开 着 窗 有点 凉 , 终于 可以 穿 长袖 了 ( ′ ‵ )",0,5,5,5,5
507,3510,"想 去 北京 , 四川 , 台湾 , 日本",1,3,1,1,1
508,3511,等 了 半天 的 h 就 这样 被 和谐 了 。 我 。 。 [ 泪 ],2,2,2,2,3
509,3512,谁 能 告诉 我   我 的 msn 密码 多少 ?,2,2,2,2,0
510,3513,"今天 爸 妈 送 我 的 车 来到 了 我 身边 , 谢谢 爸爸 妈妈 !",5,5,5,5,5
511,3514,[ 偷 笑 ] [ 偷 笑 ],5,5,5,5,0
512,3515,"虽然 周六 就 可以 搓麻 了 , 不过 晚上 还是 想 打 会儿 牌 [ 偷 笑 ]",5,5,5,5,5
513,3516,你们 最近 好 吗,0,4,5,5,5
514,3517,植树 节 我 需要 做 点 什么 吗 _ ( : з 」 ∠ ) _,0,0,0,0,0
515,3518,[ 甜 馨 爱 你 哟 ] 人生 又 圆满 了 一 步,5,5,5,5,5
516,3519,"高速 公路 向 停车 场 的 华丽 变身 。 假期 先 黎 感冒 , 唔 通 。 。 。",2,1,0,0,0
517,3520,"又 来 了 , 这 段 时间 应该 都 不用 吃 东西 了 , 难受 [ 生病 ] [ 泪 ]",2,2,2,2,3
518,3521,[ 给 力 ] [ 威武 ],1,1,5,1,0
519,3522,我 孤独 了 又,2,2,2,2,2
520,3523,有些 人 呀 真的 不 知道 该 拿 什么 词 来 形容 真是 让 人 想 [ 吐 ],3,4,2,2,3
521,3524,"心情 好好 [ 哈哈 ] [ 爱 你 ] 哈 哈哈 , 猜 对 有奖 , [ 鼓掌 ] [ 鼓掌 ]",5,5,5,5,5
522,3525,( ovo ) 米 酱 这次 的 碟子 很 高端 洋气 上 档次 啊,1,5,1,1,1
523,3526,"最 开心 的 事 就是 , 接 完 进港 没 行李 ! 终于 下班 , 碎 觉 !",5,5,5,5,5
524,3527,和田 街 的 淼 淼 更 好吃 [ 馋嘴 ],1,1,1,1,1
525,3528,"难道 这 不是 你 想 要 的 答案 , 悲伤 什么 ?",0,3,3,3,3
526,3529,明天 早上 回家 罗 ! oh   yeah ! 期待 家里 的 电脑 … …,5,5,5,5,5
527,3530,[ 酷 ],1,1,5,1,0
528,3531,"走 了 , 提 着 两 大 袋 回忆 , 满满 的 。 再见 , 中大 。",2,2,2,2,2
529,3532,"跑 来 看 校庆 晚会 , 位置 都 快 没 了 , 人气 真 旺 !",5,5,5,3,1
530,3533,感觉 现在 的 睡眠 越来越 不好,2,2,2,2,2
531,3534,"宿舍 奇异 事件 发生 , 阿扁 突然 不见 , 好 怪异 啊 ! !",2,2,2,2,2
532,3535,啊 啊 啊 ~ 我 要 减肥 。 。 。 [ 泪 ],2,2,2,2,1
533,3536,"为什么 吃 米粉 的 时候 都 要 叫 上 我 , , 我 实在 不 好 意思 再 去 了",2,2,2,2,3
534,3537,我 有 极其 强烈 的 口臭 。,2,1,1,1,1
535,3538,"在 爱 奇 艺 看 笑 霸 来 了 , 老子 被 笑 抽 了 , 各种 吐槽 [ 崩溃 ]",5,5,5,5,5
536,3539,部 死人 手机 又 坏 佐 了 [ 抓狂 ] [ 抓狂 ] [ 抓狂 ] [ 伤心 ],4,2,3,2,3
537,3540,"oh , my , lady   gaga .   我 想 吃 牛肉 丸 了 。",1,1,2,2,2
538,3541,现在 不 要脸 的 男人 真 多 . . . 我 要 帅哥 . . . 谢谢,1,1,0,1,1
539,3542,我 的 天 纳 ~ 吃 多 了 好 难受 ~ 再也 不要 吃 这么 多 了 ~ 哭 死 [ 好 可怜 ],2,2,2,2,2
540,3543,星期 天 要 陪 着 别人 去 撒谎 . . . 唉 . . . . 实在 是 不 情愿 . . .,3,2,2,2,2
541,3544,"休息 在家 狠 无聊 , 有 啥 节目 啊 [ 抓狂 ]",3,3,3,3,3
542,3545,"金 惠珍 有 池 成俊 很 幸运 , 但是 我 觉得 她 有 闵 夏莉 更 幸运",1,1,1,1,1
543,3546,今天 勇敢 地 吃掉 了 在 冰箱 放 了 九 个 月 的 雪糕 。,0,5,5,5,5
544,3547,这年 过 的 真 tmd 太 无聊 了 [ 熊猫 ] [ 挖 鼻 屎 ] [ 思考 ],3,3,3,3,5
545,3548,"我 死 了 , 有人 会 骂 我 活该 吗 ?",0,4,4,4,4
546,3549,"今天 早上 喝 了 一 碗 豆浆 , 吃 了 一个 饼 、 两 个 三明治 [ 吃惊 ]",0,0,5,5,5
547,3550,"那些 干 增 粉 买卖 的 真 不少 啊 。 可惜 , 偶 不 买账 。",3,3,2,2,2
548,3551,"我 , 回来 了 。",0,2,2,2,2
549,3552,"暴雨 … … 天 乌 乌 , 还 好 早上 不用 出去 !",2,2,2,2,2
550,3553,光棍 节 什么 的 都 是 浮云,0,4,3,3,3
